,,LsvmCg2Mce,LsvmCg3Mce,LsvmCpostMce,LsvmFwisMce,LsvmLfreqMce,LsvmMwfwMce,LsvmNrtMce,LsvmPosMce,LsvmPosg2Mce,LsvmPosg3Mce,LsvmPrepMce,LsvmScg2Mce,LsvmScg3Mce,LsvmSufMce,LsvmViwMce,LsvmWg2Mce,LsvmWsMce,MpCg2Mce,MpCg3Mce,MpCpostMce,MpFwisMce,MpLfreqMce,MpMwfwMce,MpNrtMce,MpPosMce,MpPosg2Mce,MpPosg3Mce,MpPrepMce,MpScg2Mce,MpScg3Mce,MpSufMce,MpViwMce,MpWg2Mce,MpWsMce,NndcosdCg2Mce,NndcosdCg3Mce,NndcosdCpostMce,NndcosdFwisMce,NndcosdLfreqMce,NndcosdMwfwMce,NndcosdNrtMce,NndcosdPosMce,NndcosdPosg2Mce,NndcosdPosg3Mce,NndcosdPrepMce,NndcosdScg2Mce,NndcosdScg3Mce,NndcosdSufMce,NndcosdViwMce,NndcosdWg2Mce,NndcosdWsMce,SmoCg2Mce,SmoCg3Mce,SmoCpostMce,SmoFwisMce,SmoLfreqMce,SmoMwfwMce,SmoNrtMce,SmoPosMce,SmoPosg2Mce,SmoPosg3Mce,SmoPrepMce,SmoScg2Mce,SmoScg3Mce,SmoSufMce,SmoViwMce,SmoWg2Mce,SmoWsMce,,Result,Max Support,Entropy,,Adams,Benezet,Burgh,Burke,Cartwright,Cassandra,Dickinson,Francis,Franklin,Hopkins,Hopkinson,Jefferson,Lafayette,Macauley,Mackintosh,Moore,Ogilvie,Paine,Price,Priestley,Rush,Spence,Wesley,Wilkes,Witherspoon,Wollstonecraft,Woolman,
Vindication Rights Women 2,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,,Wollstonecraft,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Vindication Rights Women 3,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Paine,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,,Wollstonecraft,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Vindication Rights Women 4,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Paine,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,,Wollstonecraft,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Vindication Rights Women 5,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,,Wollstonecraft,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Vindication Rights Women 6,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,,Wollstonecraft,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
works 1,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Burke,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Hopkinson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Hopkinson,Woolman,Woolman,Hopkinson,Woolman,Woolman,Burke,Woolman,Woolman,Woolman,Woolman,Hopkinson,Priestley,Hopkinson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,,Woolman,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
works 2,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Cartwright,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Spence,Jefferson,Woolman,Woolman,Woolman,Woolman,Woolman,Cartwright,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,,Woolman,0.973103,0.178583,,0,0,0,0,0.026897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973103,
works 3,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Jefferson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,,Woolman,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
works 4,Woolman,Woolman,Woolman,Woolman,Hopkinson,Woolman,Woolman,Woolman,Woolman,Woolman,Jefferson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Burke,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,,Woolman,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
works 5,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Paine,Woolman,Woolman,Woolman,Woolman,Witherspoon,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Jefferson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Hopkinson,Woolman,Woolman,Woolman,Woolman,Woolman,Jefferson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,,Woolman,0.967636,0.206111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323639,0,0.967636,
works 6,Woolman,Woolman,Woolman,Paine,Adams,Burke,Wilkes,Hopkinson,Benezet,Macauley,Macauley,Woolman,Woolman,Woolman,Woolman,Rush,Rush,Hopkinson,Woolman,Woolman,Paine,Francis,Hopkinson,Hopkinson,Hopkinson,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Rush,Hopkinson,Woolman,Woolman,Burgh,Adams,Burke,Wilkes,Burke,Woolman,Macauley,Macauley,Woolman,Woolman,Woolman,Woolman,Rush,Woolman,Burke,Woolman,Woolman,Cartwright,Hopkinson,Woolman,Woolman,Hopkinson,Woolman,Burke,Cartwright,Woolman,Woolman,Woolman,Woolman,Woolman,Woolman,Hopkinson,,Woolman,0.589766,1.73279,,0,0.0314892,0,0.0610103,0,0,0,0,0,0,0.227203,0,0,0.062541,0,0,0,0,0,0,0,0,0,0.0279904,0,0,0.589766,
,
Correctly classified,,0.680203,0.680203,0.522843,0.426396,0.64467,0.649746,0.639594,0.730964,0.761421,0.604061,0.502538,0.71066,0.690355,0.593909,0.598985,0.573604,0.654822,0.685279,0.690355,0.543147,0.375635,0.654822,0.695431,0.664975,0.751269,0.791878,0.624365,0.568528,0.680203,0.725888,0.548223,0.71066,0.482234,0.675127,0.609137,0.614213,0.497462,0.35533,0.57868,0.598985,0.57868,0.629442,0.690355,0.502538,0.431472,0.634518,0.593909,0.543147,0.532995,0.482234,0.593909,0.649746,0.568528,0.406091,0.329949,0.639594,0.695431,0.634518,0.730964,0.771574,0.568528,0.527919,0.614213,0.64467,0.497462,0.64467,0.502538,0.654822,,0.847716


Burke,Precision,0.666667,0.529412,0.368421,0.466667,0.5,0.692308,0.5,0.470588,0.714286,0.388889,0.35,0.588235,0.588235,0.529412,0.642857,0.421053,0.571429,0.6,0.571429,0.4375,0.473684,0.642857,0.909091,0.666667,0.6,0.6,0.642857,0.388889,0.75,0.785714,0.470588,0.6875,0.428571,0.692308,0.473684,0.4,0.666667,0.388889,0.5,0.529412,0.45,0.529412,0.52381,0.423077,0.222222,0.611111,0.4,0.35,0.473684,0.421053,0.473684,0.344828,0.307692,0.151515,0.322581,0.526316,0.52381,0.47619,0.428571,0.478261,0.444444,0.217391,0.384615,0.409091,0.357143,0.473684,0.346154,0.555556,,0.6875
Burke,Recall,0.909091,0.818182,0.636364,0.636364,0.727273,0.818182,0.727273,0.727273,0.909091,0.636364,0.636364,0.909091,0.909091,0.818182,0.818182,0.727273,0.727273,0.818182,0.727273,0.636364,0.818182,0.818182,0.909091,0.909091,0.818182,0.818182,0.818182,0.636364,0.818182,1,0.727273,1,0.545455,0.818182,0.818182,0.727273,0.727273,0.636364,0.818182,0.818182,0.818182,0.818182,1,1,0.363636,1,0.727273,0.636364,0.818182,0.727273,0.818182,0.909091,0.727273,0.454545,0.909091,0.909091,1,0.909091,0.818182,1,0.727273,0.454545,0.909091,0.818182,0.909091,0.818182,0.818182,0.909091,,1
Rush,Precision,0.833333,1,0.5,1,1,1,1,0.666667,0.833333,0.375,0,0.625,1,0,0.75,0.5,1,1,0.6,0.5,0,0.8,1,0.8,0.75,0.666667,0,0.4,1,0.8,0.333333,0.625,0.333333,1,0.75,0.5,0.4,0.2,0.666667,0.75,1,0.8,0.833333,0.25,0.5,1,1,0,0.75,0.5,1,1,1,1,nan,1,1,1,1,1,0,0.333333,1,1,0,1,0.333333,1,,1
Rush,Recall,0.833333,0.666667,0.333333,0.333333,0.666667,0.666667,0.666667,0.666667,0.833333,0.5,0,0.833333,0.833333,0,0.5,0.5,0.666667,1,0.5,0.5,0,0.666667,0.5,0.666667,0.5,0.666667,0,0.333333,0.666667,0.666667,0.166667,0.833333,0.333333,0.666667,0.5,0.333333,0.333333,0.166667,0.666667,0.5,0.5,0.666667,0.833333,0.166667,0.166667,0.333333,0.5,0,0.5,0.166667,0.5,0.833333,0.333333,0.166667,0,0.666667,0.5,0.5,0.333333,0.833333,0,0.333333,0.666667,0.666667,0,0.833333,0.166667,0.5,,1
Jefferson,Precision,0.857143,0.625,0.230769,0.363636,0.6,0.625,0.857143,0.8,0.875,0.7,0.625,0.833333,0.857143,0.5,0.666667,0.416667,0.666667,0.545455,0.571429,0.384615,0.25,0.75,0.625,0.583333,0.714286,0.857143,0.555556,0.6,0.5,0.777778,0.545455,0.777778,0.428571,0.5,0.5,0.571429,0.153846,0.3125,0.5,0.363636,0.5,0.444444,0.7,0.4375,0.454545,0.5,0.545455,0.555556,0.571429,0.227273,0.555556,1,0.666667,0.5,0.333333,0.555556,0.545455,0.625,0.555556,0.7,0.5,0.666667,0.625,0.875,0.5,0.857143,0.454545,0.555556,,1
Jefferson,Recall,0.75,0.625,0.375,0.5,0.75,0.625,0.75,0.5,0.875,0.875,0.625,0.625,0.75,0.75,0.5,0.625,0.75,0.75,0.5,0.625,0.375,0.75,0.625,0.875,0.625,0.75,0.625,0.75,0.5,0.875,0.75,0.875,0.75,0.75,0.625,0.5,0.25,0.625,0.625,0.5,0.625,0.5,0.875,0.875,0.625,0.625,0.75,0.625,0.5,0.625,0.625,0.875,0.5,0.25,0.375,0.625,0.75,0.625,0.625,0.875,0.75,0.75,0.625,0.875,0.625,0.75,0.625,0.625,,0.875
Spence,Precision,0.25,0.4,0.166667,0,0.5,0.333333,0.25,0.2,0,0,1,1,1,0.333333,nan,nan,0.333333,0.75,0.4,1,0,0.5,0.6,0.333333,0.333333,0.8,0,0.6,0.8,0.75,0.5,0.25,0,0.5,1,0.75,0.333333,0,0,1,nan,0,0,nan,0.5,1,0.666667,0.5,nan,0,0,0.5,0.2,1,0,0.666667,1,0.5,1,0.6,0.5,1,0.75,0.666667,0.5,0.4,0,0.666667,,0.666667
Spence,Recall,0.166667,0.333333,0.166667,0,0.166667,0.166667,0.166667,0.166667,0,0,0.333333,0.333333,0.166667,0.166667,0,0,0.166667,0.5,0.333333,0.5,0,0.333333,0.5,0.333333,0.166667,0.666667,0,0.5,0.666667,0.5,0.166667,0.166667,0,0.5,0.166667,0.5,0.333333,0,0,0.333333,0,0,0,0,0.166667,0.166667,0.333333,0.333333,0,0,0,0.333333,0.166667,0.166667,0,0.333333,0.333333,0.166667,0.333333,0.5,0.166667,0.5,0.5,0.333333,0.166667,0.333333,0,0.333333,,0.333333
Macauley,Precision,0.875,0.666667,0.714286,0.5,0.714286,0.857143,0.75,1,0.75,0.666667,0.75,0.875,0.875,0.875,0.666667,0.666667,0.857143,1,0.8,0.857143,0.222222,0.714286,0.875,1,0.875,0.833333,0.666667,0.666667,0.75,1,0.714286,1,0.571429,0.857143,0.875,0.833333,0.833333,0.125,0.857143,0.857143,0.857143,1,0.714286,0.75,0.416667,1,0.875,0.777778,0.75,0.555556,0.833333,0.875,0.777778,1,0.4,1,1,1,1,1,0.75,0.5,1,1,0.875,1,0.5,1,,0.875
Macauley,Recall,1,0.571429,0.714286,0.285714,0.714286,0.857143,0.857143,1,0.857143,0.857143,0.428571,1,1,1,0.571429,0.571429,0.857143,1,0.571429,0.857143,0.285714,0.714286,1,0.857143,1,0.714286,0.857143,0.857143,0.857143,1,0.714286,1,0.571429,0.857143,1,0.714286,0.714286,0.142857,0.857143,0.857143,0.857143,1,0.714286,0.857143,0.714286,1,1,1,0.857143,0.714286,0.714286,1,1,0.428571,0.285714,0.714286,0.857143,0.857143,1,1,0.857143,0.714286,1,1,1,0.857143,0.571429,0.857143,,1
Witherspoon,Precision,0.333333,1,0.6,0.2,1,0.5,0.5,0.8,0.666667,0.2,0.333333,0.666667,0.5,0,0.714286,0.666667,1,0.6,0.833333,0,0.2,0.857143,0.714286,0.8,0.5,1,0.333333,0.25,0.428571,0.5,0.2,1,0.333333,0.75,0,0,0.222222,0,0.5,0.285714,0.428571,0.5,0.833333,nan,0.333333,0,0.333333,0,0.666667,1,0.5,1,1,0,0.2,1,0.75,0.5,0.714286,1,0.363636,0.2,0.4,nan,0,0.75,0.5,0.5,,1
Witherspoon,Recall,0.111111,0.333333,0.333333,0.111111,0.333333,0.222222,0.111111,0.444444,0.444444,0.111111,0.222222,0.222222,0.111111,0,0.555556,0.222222,0.222222,0.333333,0.555556,0,0.111111,0.666667,0.555556,0.444444,0.555556,0.666667,0.111111,0.111111,0.333333,0.222222,0.111111,0.444444,0.222222,0.333333,0,0,0.222222,0,0.333333,0.222222,0.333333,0.222222,0.555556,0,0.222222,0,0.111111,0,0.444444,0.111111,0.333333,0.222222,0.111111,0,0.111111,0.333333,0.333333,0.111111,0.555556,0.666667,0.444444,0.111111,0.222222,0,0,0.333333,0.222222,0.111111,,0.555556
Mackintosh,Precision,1,0.777778,0.636364,0.777778,0.777778,1,1,0.875,0.7,0.777778,0.875,1,1,1,0.875,0.833333,1,1,0.777778,0.777778,0.666667,0.75,1,0.777778,0.875,0.875,0.875,0.875,0.777778,1,0.875,0.777778,0.8,1,1,0.777778,0.636364,0.7,0.75,0.75,0.75,1,0.777778,0.875,0.636364,1,1,1,0.75,0.857143,0.75,1,1,0.8,0.777778,0.777778,1,0.714286,1,0.777778,0.875,0.583333,1,1,0.875,0.875,0.75,0.875,,1
Mackintosh,Recall,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714286,1,1,1,1,0.857143,0.857143,1,1,1,1,1,1,1,1,1,1,0.571429,1,1,1,1,1,0.857143,0.857143,0.857143,1,1,1,1,1,1,1,0.857143,0.857143,0.857143,1,1,0.571429,1,1,1,0.714286,1,1,1,1,1,1,1,1,0.857143,1,,1
Price,Precision,0.6,0.625,0.222222,0.5,0.714286,0.833333,0.833333,0.666667,0.833333,0.833333,0.5,0.75,0.545455,0.833333,0.6,1,0.833333,0.5,0.555556,0.333333,0.6,0.857143,0.636364,0.857143,0.666667,0.857143,0.545455,0.285714,0.714286,0.666667,1,0.666667,0.666667,0.75,0.454545,0.416667,0.6,0.428571,0.625,0.555556,0.571429,0.571429,0.444444,0.454545,0.222222,0.461538,0.454545,0.714286,0.428571,0.833333,0.555556,0.777778,0.625,0,0.333333,0.777778,0.875,0.875,0.428571,0.6,1,0.181818,0.833333,0.75,0.666667,0.6,0.857143,0.75,,0.777778
Price,Recall,0.857143,0.714286,0.285714,0.571429,0.714286,0.714286,0.714286,0.857143,0.714286,0.714286,0.571429,0.857143,0.857143,0.714286,0.428571,0.857143,0.714286,0.857143,0.714286,0.428571,0.428571,0.857143,1,0.857143,0.571429,0.857143,0.857143,0.285714,0.714286,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.714286,0.428571,0.428571,0.714286,0.714286,0.571429,0.571429,0.571429,0.714286,0.285714,0.857143,0.714286,0.714286,0.428571,0.714286,0.714286,1,0.714286,0,0.142857,1,1,1,0.428571,0.857143,0.714286,0.285714,0.714286,0.857143,0.571429,0.857143,0.857143,0.857143,,1
Wilkes,Precision,0.75,0.666667,0.5,0.333333,0.6,0.666667,0.6,1,0.75,0.75,0.6,0.5,0.571429,0.666667,0.6,0.75,0.75,0.5,0.666667,0.75,1,0.666667,0.75,0.5,0.666667,0.6,0.6,1,0.666667,1,0.6,0.666667,0.5,0.6,0.6,0.666667,0,0.333333,0.571429,0.666667,0.5,1,0.428571,0.285714,0.75,0.428571,0.5,0.6,0.5,0.571429,0.6,0.5,0.5,0,nan,0.666667,1,0.666667,1,0,nan,0.666667,0,0.5,0.666667,0.6,0.428571,0.666667,,1
Wilkes,Recall,0.6,0.8,0.4,0.4,0.6,0.8,0.6,0.4,0.6,0.6,0.6,0.4,0.8,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.8,0.6,0.4,0.8,0.6,0.6,0.8,0,0.6,0.8,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.6,0.2,0.2,0,0,0.4,0.4,0.4,0.4,0,0,0.4,0,0.4,0.4,0.6,0.6,0.4,,0.6
Lafayette,Precision,0.714286,0.833333,0.833333,0.6,0.666667,0.666667,0.8,0.666667,0.8,0.8,0.8,0.666667,0.8,0.625,0.666667,1,0.714286,0.8,0.8,1,0.8,0.428571,0.666667,0.571429,0.6,1,0.5,0.75,1,0.666667,0.571429,0.75,0.6,0.666667,0.714286,0.666667,0.833333,0.75,0.6,0.666667,0.75,0.6,1,1,1,1,0.714286,0.555556,0.75,1,0.5,0.833333,0.8,0.8,1,0.8,0.666667,0.8,0.8,1,1,0.8,1,1,0.666667,1,0.5,0.8,,0.666667
Lafayette,Recall,1,1,1,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,0.4,1,0.8,0.8,1,0.8,0.6,0.8,0.8,0.6,0.8,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.8,1,0.8,1,0.6,0.6,0.8,0.6,0.6,0.8,0.6,1,0.6,1,1,0.6,0.6,0.6,1,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.4,0.8,,0.8
Cartwright,Precision,0.5625,0.538462,0.727273,0.571429,0.466667,0.666667,0.588235,0.833333,0.916667,0.571429,0.571429,0.833333,0.583333,0.666667,0.5,0.416667,0.533333,0.533333,0.647059,0.714286,0.142857,0.692308,0.6,0.6,0.923077,0.846154,0.615385,0.769231,0.714286,0.625,0.5,0.8,0.111111,0.692308,0.666667,0.625,0.636364,0,0.5,0.444444,0.5,0.529412,1,0.571429,0.333333,0.7,0.666667,0.75,0.222222,1,0.6,0.647059,0.5,0.642857,0.133333,0.526316,0.625,0.5625,0.52381,0.846154,0.625,0.7,0.8,0.571429,0.5,0.368421,0.176471,0.588235,,0.928571
Cartwright,Recall,0.692308,0.538462,0.615385,0.307692,0.538462,0.769231,0.769231,0.769231,0.846154,0.615385,0.307692,0.769231,0.538462,0.461538,0.538462,0.384615,0.615385,0.615385,0.846154,0.769231,0.0769231,0.692308,0.692308,0.692308,0.923077,0.846154,0.615385,0.769231,0.769231,0.769231,0.307692,0.615385,0.0769231,0.692308,0.461538,0.384615,0.538462,0,0.461538,0.307692,0.461538,0.692308,0.846154,0.307692,0.153846,0.538462,0.461538,0.230769,0.153846,0.153846,0.461538,0.846154,0.615385,0.692308,0.153846,0.769231,0.769231,0.692308,0.846154,0.846154,0.769231,0.538462,0.923077,0.615385,0.307692,0.538462,0.230769,0.769231,,1
Moore,Precision,0.5,0.5,0,0,0.666667,0.5,0.6,1,0.8,0.5,0.75,0.5,0.625,0.4,0.428571,0.571429,0.75,0.571429,0.6,0.25,0,0.571429,0.666667,0.571429,1,0.833333,0.5,0.5,0.6,0.625,0.166667,0.75,0.333333,0.571429,0.333333,0.454545,0,0,0.5,0.666667,0.571429,0.666667,0.8,0.333333,0.75,0.3125,0.444444,0.25,0.3,0.571429,0.666667,0,0.2,nan,0,0.333333,0.666667,0.5,1,0.666667,0.333333,0.333333,0,0,0,1,0.5,0.5,,0.714286
